french,german,Category,Number_char,Frequency,Similarity_score
éblouissant,blendend,liste_vocabulaire_allemand_adjectifs_essentiels,8,1.55e-06,0.68421054
écologique,ökologisch,liste_vocabulaire_allemand_adjectifs_essentiels,10,4.17e-06,0.5
économique,ökonomisch,liste_vocabulaire_allemand_adjectifs_essentiels,10,4.07e-06,0.5
efficace,wirkungsvoll,liste_vocabulaire_allemand_adjectifs_essentiels,12,1.82e-06,0.9
effrayant,beängstigend,liste_vocabulaire_allemand_adjectifs_essentiels,12,2.75e-06,0.7142857
égoïste,egoistisch,liste_vocabulaire_allemand_adjectifs_essentiels,10,3.02e-06,0.52941176
électrique,elektrisch,liste_vocabulaire_allemand_adjectifs_essentiels,10,5.37e-06,0.5
électronique,elektronisch,liste_vocabulaire_allemand_adjectifs_essentiels,12,2.95e-06,0.41666669999999995
élégant,elegant,liste_vocabulaire_allemand_adjectifs_essentiels,7,6.03e-06,0.28571427000000005
éloigné,entfernt,liste_vocabulaire_allemand_adjectifs_essentiels,8,9.12e-05,0.86666666
émouvant,bewegend,liste_vocabulaire_allemand_adjectifs_essentiels,8,1e-06,0.875
encombrant,sperrig,liste_vocabulaire_allemand_adjectifs_essentiels,7,5.13e-07,0.76470588
énergique,energisch,liste_vocabulaire_allemand_adjectifs_essentiels,9,2.57e-06,0.44444439999999996
énervé,aufgebracht,liste_vocabulaire_allemand_adjectifs_essentiels,11,6.31e-06,0.76470588
ennuyant,langweilig,liste_vocabulaire_allemand_adjectifs_essentiels,10,2.63e-05,0.77777778
ennuyé,gelangweilt,liste_vocabulaire_allemand_adjectifs_essentiels,11,2.88e-06,0.76470588
énorme,riesig,liste_vocabulaire_allemand_adjectifs_essentiels,6,1.1e-05,0.66666666
ensemble,zusammen,liste_vocabulaire_allemand_adjectifs_essentiels,8,0.000355,0.75
enthousiaste,begeisterter,liste_vocabulaire_allemand_adjectifs_essentiels,12,1.7e-06,0.58333334
entier,ganz,liste_vocabulaire_allemand_adjectifs_essentiels,4,0.000955,0.8
épais,dick,liste_vocabulaire_allemand_adjectifs_essentiels,4,2.57e-05,0.77777778
épicé,würzig,liste_vocabulaire_allemand_adjectifs_essentiels,6,7.41e-07,0.81818181
épouvantable,entsetzlich,liste_vocabulaire_allemand_adjectifs_essentiels,11,1.74e-06,0.73913044
équivalent,gleichwertig,liste_vocabulaire_allemand_adjectifs_essentiels,12,2.51e-06,0.72727272
étonné,erstaunt,liste_vocabulaire_allemand_adjectifs_essentiels,8,9.33e-06,0.7142857
étrange,merkwürdig,liste_vocabulaire_allemand_adjectifs_essentiels,10,1.2e-05,0.88235294
étroit,eng,liste_vocabulaire_allemand_adjectifs_essentiels,3,3.72e-05,1.0
évident,offensichtlich,liste_vocabulaire_allemand_adjectifs_essentiels,14,5.37e-05,0.7142857
exact,richtig,liste_vocabulaire_allemand_adjectifs_essentiels,7,0.00038,0.66666666
exaltant,aufregend,liste_vocabulaire_allemand_adjectifs_essentiels,9,4.27e-06,0.76470588
exaspéré,verärgert,liste_vocabulaire_allemand_adjectifs_essentiels,9,5.37e-06,0.76470588
excellent,ausgezeichnet,liste_vocabulaire_allemand_adjectifs_essentiels,13,3.47e-05,0.63636363
exceptionnel,außergewöhnlich,liste_vocabulaire_allemand_adjectifs_essentiels,15,6.46e-06,0.7037036999999999
excité,aufgeregt,liste_vocabulaire_allemand_adjectifs_essentiels,9,1.62e-05,0.7333333200000001
excusable,entschuldbar,liste_vocabulaire_allemand_adjectifs_essentiels,12,1.95e-07,0.7142857
exemplaire,exemplarisch,liste_vocabulaire_allemand_adjectifs_essentiels,12,2.51e-06,0.27272725
facile,leicht,liste_vocabulaire_allemand_adjectifs_essentiels,6,0.000174,0.66666666
faible,schwach,liste_vocabulaire_allemand_adjectifs_essentiels,7,2.69e-05,0.8461538399999999
fatigant,ermüdend,liste_vocabulaire_allemand_adjectifs_essentiels,8,1.02e-06,0.875
fatigué,müde,liste_vocabulaire_allemand_adjectifs_essentiels,4,3.16e-05,1.0
faux_,falsch,liste_vocabulaire_allemand_adjectifs_essentiels,6,0.000105,0.63636363
fermé,geschlossen,liste_vocabulaire_allemand_adjectifs_essentiels,11,5.25e-05,0.875
fiable,zuverlässig,liste_vocabulaire_allemand_adjectifs_essentiels,11,8.32e-06,0.88235294
formidable,großartig,liste_vocabulaire_allemand_adjectifs_essentiels,9,3.55e-05,0.78947368
fort,stark,liste_vocabulaire_allemand_adjectifs_essentiels,5,0.000191,0.77777778
"fou, folle",verrückt,liste_vocabulaire_allemand_adjectifs_essentiels,8,2.34e-05,0.88888889
fragile,zerbrechlich,liste_vocabulaire_allemand_adjectifs_essentiels,12,9.77e-07,0.89473684
frais,frisch,liste_vocabulaire_allemand_adjectifs_essentiels,6,3.8e-05,0.27272725
fréquent,häufig,liste_vocabulaire_allemand_adjectifs_essentiels,6,0.000105,0.85714285
froid,kalt,liste_vocabulaire_allemand_adjectifs_essentiels,4,3.63e-05,1.0
furieux,wütend,liste_vocabulaire_allemand_adjectifs_essentiels,6,1.48e-05,0.8461538399999999
généreux,großzügig,liste_vocabulaire_allemand_adjectifs_essentiels,9,8.13e-06,0.76470588
gentil,nett,liste_vocabulaire_allemand_adjectifs_essentiels,4,5.01e-05,0.6
gigantesque,riesig,liste_vocabulaire_allemand_adjectifs_essentiels,6,1.1e-05,0.6470587999999999
grand,groß,liste_vocabulaire_allemand_adjectifs_essentiels,4,0.000162,0.55555555
"gros, grosse",fett,liste_vocabulaire_allemand_adjectifs_essentiels,4,2.69e-05,0.875
haut,Hoch,liste_vocabulaire_allemand_adjectifs_essentiels,4,0.000191,0.75
heureux,glücklich,liste_vocabulaire_allemand_adjectifs_essentiels,9,7.76e-05,0.875
historique,historisch,liste_vocabulaire_allemand_adjectifs_essentiels,10,1.82e-05,0.30000000000000004
honnête,ehrlich,liste_vocabulaire_allemand_adjectifs_essentiels,7,7.94e-05,0.85714285
horrible,entsetzlich,liste_vocabulaire_allemand_adjectifs_essentiels,11,1.74e-06,0.89473684
"humide, mouillé","feucht, nass",liste_vocabulaire_allemand_adjectifs_essentiels,12,5.52e-06,0.77777778
idéal,ideal,liste_vocabulaire_allemand_adjectifs_essentiels,5,1.62e-05,0.19999999999999996
identique,identisch,liste_vocabulaire_allemand_adjectifs_essentiels,9,1.1e-05,0.33333330000000005
idiot,dumm,liste_vocabulaire_allemand_adjectifs_essentiels,4,5.75e-05,0.77777778
illégal,rechtswidrig,liste_vocabulaire_allemand_adjectifs_essentiels,12,3.63e-06,0.78947368
illimité,unbeschränkt,liste_vocabulaire_allemand_adjectifs_essentiels,12,9.55e-07,0.9
immédiat,unmittelbar,liste_vocabulaire_allemand_adjectifs_essentiels,11,3.72e-05,0.68421054
immense,riesig,liste_vocabulaire_allemand_adjectifs_essentiels,6,1.1e-05,0.53846154
immobile,unbeweglich,liste_vocabulaire_allemand_adjectifs_essentiels,11,5.5e-07,0.78947368
impliqué,involviert,liste_vocabulaire_allemand_adjectifs_essentiels,10,4.47e-06,0.66666666
important,bedeutend,liste_vocabulaire_allemand_adjectifs_essentiels,9,5.89e-06,0.77777778
impossible,unmöglich,liste_vocabulaire_allemand_adjectifs_essentiels,9,4.68e-05,0.78947368
impressionnant,eindrucksvoll,liste_vocabulaire_allemand_adjectifs_essentiels,13,4.79e-06,0.77777778
imprévisible,unvorhersehbar,liste_vocabulaire_allemand_adjectifs_essentiels,14,5.37e-07,0.8461538399999999
incapable,unfähig,liste_vocabulaire_allemand_adjectifs_essentiels,7,5.89e-06,0.875
inconnu,unbekannt,liste_vocabulaire_allemand_adjectifs_essentiels,9,1.95e-05,0.625
incroyable,unglaublich,liste_vocabulaire_allemand_adjectifs_essentiels,11,5.37e-05,0.6190476
indépendant,selbstständig,liste_vocabulaire_allemand_adjectifs_essentiels,13,1e-05,0.83333333
injuste,ungerecht,liste_vocabulaire_allemand_adjectifs_essentiels,9,6.31e-06,0.75
innocent,unschuldig,liste_vocabulaire_allemand_adjectifs_essentiels,10,8.32e-06,0.77777778
inquiet,besorgt,liste_vocabulaire_allemand_adjectifs_essentiels,7,1.78e-05,0.7142857
insignifiant,unbedeutend,liste_vocabulaire_allemand_adjectifs_essentiels,11,2.24e-06,0.82608695
insuffisant,unzureichend,liste_vocabulaire_allemand_adjectifs_essentiels,12,4.79e-06,0.82608695
insupportable,unerträglich,liste_vocabulaire_allemand_adjectifs_essentiels,12,6.46e-06,0.6799999999999999
intelligent,intelligent,liste_vocabulaire_allemand_adjectifs_essentiels,11,8.13e-06,0.0
intenable,unhaltbar,liste_vocabulaire_allemand_adjectifs_essentiels,9,1.86e-06,0.66666666
interdit,verboten,liste_vocabulaire_allemand_adjectifs_essentiels,8,3.98e-05,0.625
intéressant,interessant,liste_vocabulaire_allemand_adjectifs_essentiels,11,6.31e-05,0.09090905999999999
international,international,liste_vocabulaire_allemand_adjectifs_essentiels,13,4.79e-05,0.0
inventif,"erfinderisch, kreativ",liste_vocabulaire_allemand_adjectifs_essentiels,21,5.11e-07,0.6551724
irrésistible,unwiderstehlich,liste_vocabulaire_allemand_adjectifs_essentiels,15,1.38e-06,0.62962964
jaloux,eifersüchtig,liste_vocabulaire_allemand_adjectifs_essentiels,12,3.89e-06,1.0
jeune,jung,liste_vocabulaire_allemand_adjectifs_essentiels,4,5.01e-05,0.33333330000000005
joueur,verspielt,liste_vocabulaire_allemand_adjectifs_essentiels,9,3.98e-06,0.7333333200000001
lâche,feige,liste_vocabulaire_allemand_adjectifs_essentiels,5,5.5e-06,0.8
large,breit,liste_vocabulaire_allemand_adjectifs_essentiels,5,3.55e-05,0.6
légal,legal,liste_vocabulaire_allemand_adjectifs_essentiels,5,1.12e-05,0.19999999999999996
léger,leicht,liste_vocabulaire_allemand_adjectifs_essentiels,6,0.000174,0.63636363
lent,langsam,liste_vocabulaire_allemand_adjectifs_essentiels,7,0.000115,0.63636363
local,örtlich,liste_vocabulaire_allemand_adjectifs_essentiels,7,2.45e-06,0.66666666
loin,weit,liste_vocabulaire_allemand_adjectifs_essentiels,4,0.000251,0.75
long,lang,liste_vocabulaire_allemand_adjectifs_essentiels,4,0.000214,0.25
louable,lobenswert,liste_vocabulaire_allemand_adjectifs_essentiels,10,9.33e-07,0.52941176
lourd,schwer,liste_vocabulaire_allemand_adjectifs_essentiels,6,0.000195,0.81818181
magnifique,herrlich,liste_vocabulaire_allemand_adjectifs_essentiels,8,1.45e-05,0.88888889
malade,krank,liste_vocabulaire_allemand_adjectifs_essentiels,5,4.9e-05,0.81818181
maladroit,ungeschickt,liste_vocabulaire_allemand_adjectifs_essentiels,11,2.19e-06,0.8
malheureux,unglücklich,liste_vocabulaire_allemand_adjectifs_essentiels,11,1.12e-05,0.9047619
mauvais,schlecht,liste_vocabulaire_allemand_adjectifs_essentiels,8,0.000135,0.86666666
méchant,bösartig,liste_vocabulaire_allemand_adjectifs_essentiels,8,1.45e-06,0.7333333200000001
méfiant,misstrauisch,liste_vocabulaire_allemand_adjectifs_essentiels,12,3.47e-06,0.68421054
merveilleux,wunderbar,liste_vocabulaire_allemand_adjectifs_essentiels,9,2.88e-05,0.8
"mignon, mignonne",niedlich,liste_vocabulaire_allemand_adjectifs_essentiels,8,5.13e-06,0.75
minable,lausig,liste_vocabulaire_allemand_adjectifs_essentiels,6,1.95e-07,0.8461538399999999
mince,dünn,liste_vocabulaire_allemand_adjectifs_essentiels,4,1.23e-05,0.77777778
"minuscule, infime",winzig,liste_vocabulaire_allemand_adjectifs_essentiels,6,2.4e-06,0.73913044
moderne,modern,liste_vocabulaire_allemand_adjectifs_essentiels,6,1.74e-05,0.07692310000000002
moelleux,weich,liste_vocabulaire_allemand_adjectifs_essentiels,5,1.12e-05,0.8461538399999999
mondial,weltweit,liste_vocabulaire_allemand_adjectifs_essentiels,8,6.03e-05,0.86666666
mort,tot,liste_vocabulaire_allemand_adjectifs_essentiels,3,5.62e-05,0.7142857
mortel,sterblich,liste_vocabulaire_allemand_adjectifs_essentiels,9,4.57e-07,0.6
motivé,motiviert,liste_vocabulaire_allemand_adjectifs_essentiels,9,1.29e-05,0.33333330000000005
mouillé,nass,liste_vocabulaire_allemand_adjectifs_essentiels,4,1.35e-05,1.0
moyen,mittelmäßig,liste_vocabulaire_allemand_adjectifs_essentiels,11,1.35e-06,0.75
muet,stumm,liste_vocabulaire_allemand_adjectifs_essentiels,5,4.9e-06,0.77777778
"mûr, mature",reif,liste_vocabulaire_allemand_adjectifs_essentiels,4,8.71e-06,0.7333333200000001
mystérieux,geheimnisvoll,liste_vocabulaire_allemand_adjectifs_essentiels,13,1.66e-06,0.91304348
naturel,natürlich,allemand_adjectifs_utiles,9,0.000417,0.375
nécessaire,notwendig,allemand_adjectifs_utiles,9,5.5e-05,0.68421054
négligeable,vernachlässigbar,allemand_adjectifs_utiles,16,5.62e-07,0.62962964
nerveux,nervös,allemand_adjectifs_utiles,6,1.15e-05,0.38461535999999996
nombreux,zahlreich,allemand_adjectifs_utiles,9,4.79e-06,0.76470588
nostalgique,nostalgisch,allemand_adjectifs_utiles,11,8.51e-07,0.27272725
nouveau,neu,allemand_adjectifs_utiles,3,0.000229,0.4
nul,ungültig,allemand_adjectifs_utiles,8,4.68e-06,0.63636363
occupé,beschäftigt,allemand_adjectifs_utiles,11,6.31e-05,0.88235294
officiel,offiziell,allemand_adjectifs_utiles,9,4.57e-05,0.17647060000000003
optimiste,optimistisch,allemand_adjectifs_utiles,12,6.17e-06,0.23809519999999995
ordinaire,gewöhnlich,allemand_adjectifs_utiles,10,1.35e-05,0.89473684
original,originell,allemand_adjectifs_utiles,9,2.82e-06,0.17647060000000003
ouvert,offen,allemand_adjectifs_utiles,5,9.77e-05,0.63636363
paresseux,faul,allemand_adjectifs_utiles,4,1.26e-05,0.69230768
parfait,perfekt,allemand_adjectifs_utiles,7,6.92e-05,0.42857140000000005
passable,passabel,allemand_adjectifs_utiles,8,6.92e-07,0.125
passionnant,spannend,allemand_adjectifs_utiles,8,2.69e-05,0.4736842
passionné,leidenschaftlich,allemand_adjectifs_utiles,16,4.79e-06,0.84
patient,geduldig,allemand_adjectifs_utiles,8,5.37e-06,0.86666666
pauvre,arm,allemand_adjectifs_utiles,3,5.5e-05,0.55555555
pénible,mühsam,allemand_adjectifs_utiles,6,6.61e-06,1.0
persévérant,ausdauernd,allemand_adjectifs_utiles,10,6.61e-07,0.7142857
pertinent,relevant,allemand_adjectifs_utiles,8,8.32e-06,0.52941176
pessimiste,pessimistisch,allemand_adjectifs_utiles,13,1.32e-06,0.21739129999999995
petit,klein,allemand_adjectifs_utiles,5,8.71e-05,0.6
peu,wenig,allemand_adjectifs_utiles,5,0.000309,0.75
peureux,ängstlich,allemand_adjectifs_utiles,9,3.89e-06,1.0
phénoménal,phänomenal,allemand_adjectifs_utiles,10,1.1e-06,0.19999999999999996
pire (moins bon),schlechter,allemand_adjectifs_utiles,10,3.47e-05,0.92307692
plaisant,ansprechend,allemand_adjectifs_utiles,11,2e-06,0.78947368
plein,voll,allemand_adjectifs_utiles,4,0.000148,0.77777778
politique,politisch,allemand_adjectifs_utiles,9,4.07e-05,0.33333330000000005
pollué,verschmutzt,allemand_adjectifs_utiles,11,1.12e-06,0.88235294
ponctuel,pünktlich,allemand_adjectifs_utiles,9,1.74e-05,0.52941176
populaire,populär,allemand_adjectifs_utiles,7,5.62e-06,0.25
positif,positiv,allemand_adjectifs_utiles,7,5.62e-05,0.14285713
possible,möglich,allemand_adjectifs_utiles,7,0.000251,0.86666666
pourri,verfault,allemand_adjectifs_utiles,8,2.75e-07,0.85714285
pratique,praktisch,allemand_adjectifs_utiles,9,4.17e-05,0.4117647
précieux,wertvoll,allemand_adjectifs_utiles,8,9.12e-06,0.875
précis,präzise,allemand_adjectifs_utiles,7,7.08e-06,0.38461535999999996
premier,erster,allemand_adjectifs_utiles,6,0.000112,0.69230768
près,nahe,allemand_adjectifs_utiles,4,8.13e-05,1.0
prétentieux,"anmaßend, eingebildet",allemand_adjectifs_utiles,21,6.57e-07,0.8125
privé,privat,allemand_adjectifs_utiles,6,3.55e-05,0.27272725
prochain,nächster,allemand_adjectifs_utiles,8,1.7e-05,0.75
proche,nahe,allemand_adjectifs_utiles,4,8.13e-05,0.6
prodigieux,erstaunlich,allemand_adjectifs_utiles,11,2.09e-05,0.8095238
profond,tiefgehend,allemand_adjectifs_utiles,10,1.66e-07,0.6470587999999999
propre,sauber,allemand_adjectifs_utiles,6,2.88e-05,0.83333333
prudent,vorsichtig,allemand_adjectifs_utiles,10,2.75e-05,0.76470588
public,öffentlich,allemand_adjectifs_utiles,10,5.25e-05,0.625
puissant,mächtig,allemand_adjectifs_utiles,7,1.55e-05,0.86666666
rapide,schnell,allemand_adjectifs_utiles,7,0.000324,0.8461538399999999
rare,selten,allemand_adjectifs_utiles,6,9.55e-05,0.8
ravi,überglücklich,allemand_adjectifs_utiles,13,1.7e-06,0.76470588
réaliste,realistisch,allemand_adjectifs_utiles,11,9.12e-06,0.36842109999999995
récent,kürzlich,allemand_adjectifs_utiles,8,2.04e-05,0.7142857
recyclé,recycelt,allemand_adjectifs_utiles,8,7.08e-07,0.19999999999999996
régulier,regulär,allemand_adjectifs_utiles,7,3.09e-06,0.33333330000000005
religieux,religiös,allemand_adjectifs_utiles,8,5.62e-06,0.2941176
remarquable,bemerkenswert,allemand_adjectifs_utiles,13,1e-05,0.75
rempli,voll,allemand_adjectifs_utiles,4,0.000148,0.8
responsable,verantwortlich,allemand_adjectifs_utiles,14,6.03e-05,0.76
riche,reich,allemand_adjectifs_utiles,5,8.51e-05,0.19999999999999996
romantique,romantisch,allemand_adjectifs_utiles,10,6.17e-06,0.30000000000000004
sale,schmutzig,allemand_adjectifs_utiles,9,5.01e-06,0.8461538399999999
salé,salzig,allemand_adjectifs_utiles,6,1.29e-06,0.4
satisfaisant,befriedigend,allemand_adjectifs_utiles,12,2.24e-06,0.75
satisfait,zufrieden,allemand_adjectifs_utiles,9,6.03e-05,0.77777778
sauvage,wild,allemand_adjectifs_utiles,4,3.16e-05,1.0
sec,trocken,allemand_adjectifs_utiles,7,2e-05,0.8
secret,geheim,allemand_adjectifs_utiles,6,8.13e-06,0.66666666
séduisant,verführerisch,allemand_adjectifs_utiles,13,1.66e-06,0.81818181
"sérieux, sérieuse",ernst,allemand_adjectifs_utiles,5,0.000162,0.72727272
silencieux,still,allemand_adjectifs_utiles,5,2.75e-05,0.6
similaire,gleichartig,allemand_adjectifs_utiles,11,2.19e-07,0.8
simple,einfach,allemand_adjectifs_utiles,7,0.000891,0.8461538399999999
sincère,aufrichtig,allemand_adjectifs_utiles,10,3.63e-06,0.88235294
sociable,gesellig,allemand_adjectifs_utiles,8,8.71e-07,0.875
solide,fest,allemand_adjectifs_utiles,4,0.000158,0.8
solitaire,einsam,allemand_adjectifs_utiles,6,9.33e-06,0.86666666
sombre,dunkel,allemand_adjectifs_utiles,6,2.69e-05,0.83333333
souriant,lächelnd,allemand_adjectifs_utiles,8,3.24e-06,0.875
spacieux,geräumig,allemand_adjectifs_utiles,8,5.75e-07,0.75
spécial,besonders,allemand_adjectifs_utiles,9,0.000282,0.875
spécifique,spezifisch,allemand_adjectifs_utiles,10,5.25e-06,0.5
splendide,großartig,allemand_adjectifs_utiles,9,3.55e-05,0.88888889
"sportif, sportive",sportlich,allemand_adjectifs_utiles,9,1.05e-05,0.53846154
stupide,dumm,allemand_adjectifs_utiles,4,5.75e-05,0.81818181
super,super / toll,allemand_adjectifs_utiles,12,6.42e-05,0.4117647
superbe,großartig,allemand_adjectifs_utiles,9,3.55e-05,0.875
superficiel,oberflächlich,allemand_adjectifs_utiles,13,4.9e-06,0.58333334
superstitieux,abergläubisch,allemand_adjectifs_utiles,13,3.8e-07,0.7692307700000001
supplémentaire,zusätzlich,allemand_adjectifs_utiles,10,6.92e-05,0.75
supportable,erträglich,allemand_adjectifs_utiles,10,2.19e-06,0.7142857
surpeuplé,übervölkert,allemand_adjectifs_utiles,11,3.24e-08,0.8
surpris,überrascht,allemand_adjectifs_utiles,10,4.37e-05,0.6470587999999999
sympathique,sympathisch,allemand_adjectifs_utiles,11,8.51e-06,0.27272725
talentueux,talentiert,allemand_adjectifs_utiles,10,1.26e-06,0.30000000000000004
temporaire,vorübergehend,allemand_adjectifs_utiles,13,1.23e-05,0.73913044
terrible,furchtbar,allemand_adjectifs_utiles,9,1.35e-05,0.76470588
têtu,stur,allemand_adjectifs_utiles,4,2.75e-06,0.5
timide,schüchtern,allemand_adjectifs_utiles,10,6.31e-06,0.75
tolérable,erträglich,allemand_adjectifs_utiles,10,2.19e-06,0.89473684
tolérant,tolerant,allemand_adjectifs_utiles,8,2.29e-06,0.125
total,total,allemand_adjectifs_utiles,5,8.32e-05,0.0
toxique,giftig,allemand_adjectifs_utiles,6,3.09e-06,0.8461538399999999
traditionnel,traditionell,allemand_adjectifs_utiles,12,1.41e-05,0.08333330000000005
triangulaire,dreieckig,allemand_adjectifs_utiles,9,5.37e-07,0.8095238
triste,traurig,allemand_adjectifs_utiles,7,4.37e-05,0.53846154
troublant,beunruhigend,allemand_adjectifs_utiles,12,1.66e-06,0.8095238
typique,typisch,allemand_adjectifs_utiles,7,2.29e-05,0.42857140000000005
unique,einmalig,allemand_adjectifs_utiles,8,6.03e-06,0.85714285
usé,verbraucht,allemand_adjectifs_utiles,10,8.13e-06,0.8461538399999999
vaste,weitläufig,allemand_adjectifs_utiles,10,8.51e-07,0.86666666
vide,leer,allemand_adjectifs_utiles,4,3.98e-05,0.75
vieux,alt,allemand_adjectifs_utiles,3,0.000145,1.0
visqueux,schleimig,allemand_adjectifs_utiles,9,3.55e-07,0.76470588
vivant,lebend,allemand_adjectifs_utiles,6,3.98e-06,0.83333333
volumineux,umfangreich,allemand_adjectifs_utiles,11,3.89e-06,0.6190476
vrai (véridique),wahr,allemand_adjectifs_utiles,4,6.31e-05,0.8
vulgaire,vulgär,allemand_adjectifs_utiles,6,7.08e-07,0.28571427000000005
vulnérable,verwundbar,allemand_adjectifs_utiles,10,5.13e-07,0.8
célibataire,ledig,fiche_vocabulaire_allemand_amour_et_mariage,5,1.7e-06,0.75
chérie / ma chérie,Schätz / Liebling,fiche_vocabulaire_allemand_amour_et_mariage,17,4.67e-07,0.6
les voeux,die Ehegelübde,fiche_vocabulaire_allemand_amour_et_mariage,14,3.98e-08,0.73913044
le bouquet,der Strauß,fiche_vocabulaire_allemand_amour_et_mariage,10,1.29e-05,0.7
les fleurs,die Blumen,fiche_vocabulaire_allemand_amour_et_mariage,10,2.69e-05,0.6
divorcé,geschieden,fiche_vocabulaire_allemand_amour_et_mariage,10,5.5e-06,0.88235294
amoureux,verliebt,fiche_vocabulaire_allemand_amour_et_mariage,8,2.29e-05,0.875
je t’aime,ich liebe dich,fiche_vocabulaire_allemand_amour_et_mariage,14,0.000214,0.73913044
l’amitié,die Freundschaft,fiche_vocabulaire_allemand_amour_et_mariage,16,2.75e-05,0.83333333
l’amour,die Liebe,fiche_vocabulaire_allemand_amour_et_mariage,9,0.000299,1.0
l’apéritif,der Aperitif,fiche_vocabulaire_allemand_amour_et_mariage,12,6.61e-07,0.45454543999999997
la mariée,die Braut,fiche_vocabulaire_allemand_amour_et_mariage,9,1.2e-05,0.77777778
la passion,die Leidenschaft,fiche_vocabulaire_allemand_amour_et_mariage,16,2.24e-05,0.8461538399999999
la réception de mariage,Hochzeitsempfang,fiche_vocabulaire_allemand_amour_et_mariage,16,2e-08,0.79487179
la saint valentin,Valentinstag,fiche_vocabulaire_allemand_amour_et_mariage,12,3.39e-06,0.5172414000000001
le bonheur,das Glück,fiche_vocabulaire_allemand_amour_et_mariage,9,0.000172,0.89473684
"le copain, le petit-ami",der Freund,fiche_vocabulaire_allemand_amour_et_mariage,10,0.000128,0.81818181
le costume (du marié),der Anzug,fiche_vocabulaire_allemand_amour_et_mariage,9,1e-05,0.86666666
"le fiancé, la fiancée",der / die Verlobte,fiche_vocabulaire_allemand_amour_et_mariage,18,2.29e-06,0.8461538399999999
le jeune marié,der Bräutigam,fiche_vocabulaire_allemand_amour_et_mariage,13,3.31e-06,0.77777778
le premier amour,die erste Liebe,fiche_vocabulaire_allemand_amour_et_mariage,15,0.000166,0.7419355000000001
le témoin,der Zeuge,fiche_vocabulaire_allemand_amour_et_mariage,9,1.41e-05,0.77777778
les fiançailles,die Verlobung,fiche_vocabulaire_allemand_amour_et_mariage,13,2.45e-06,0.85714285
les jeunes mariés,Jungverheiratete,fiche_vocabulaire_allemand_amour_et_mariage,16,1.41e-08,0.6969697
se marier,heiraten,fiche_vocabulaire_allemand_amour_et_mariage,8,1.82e-05,0.6470587999999999
la femme / L’épouse,die Ehefrau,fiche_vocabulaire_allemand_amour_et_mariage,11,2.09e-05,0.8
le mari / l’époux,der Ehemann,fiche_vocabulaire_allemand_amour_et_mariage,11,1.82e-05,0.7142857
romantique,romantisch,fiche_vocabulaire_allemand_amour_et_mariage,10,6.17e-06,0.30000000000000004
tu me manques,Ich vermisse dich,fiche_vocabulaire_allemand_amour_et_mariage,17,1.21e-05,0.7333333200000001
l’ami,der Freund,fiche_vocabulaire_allemand_amour_et_mariage,10,0.000128,1.0
l’anniversaire de mariage,der Hochzeitstag,fiche_vocabulaire_allemand_amour_et_mariage,16,1.95e-06,0.7073170799999999
"le baiser, le bisou",der Kuss,fiche_vocabulaire_allemand_amour_et_mariage,8,1.26e-05,0.7037036999999999
le bouquet,die Blumen,fiche_vocabulaire_allemand_amour_et_mariage,10,2.69e-05,0.6
le cadeau,das Geschenk,fiche_vocabulaire_allemand_amour_et_mariage,12,3.54e-05,0.8095238
le coeur,das Herz,fiche_vocabulaire_allemand_amour_et_mariage,8,0.000106,0.625
le compliment,das Kompliment,fiche_vocabulaire_allemand_amour_et_mariage,14,6.91e-06,0.25925929999999997
le couple,das Paar,fiche_vocabulaire_allemand_amour_et_mariage,8,0.000354,0.88235294
le discours,die Rede,fiche_vocabulaire_allemand_amour_et_mariage,8,9.97e-05,0.78947368
le gâteau de mariage,die Hochzeitstorte,fiche_vocabulaire_allemand_amour_et_mariage,18,4.17e-07,0.78947368
l’invité,der Gast,fiche_vocabulaire_allemand_amour_et_mariage,8,3.89e-05,0.875
le mariage (l’union légale),die Ehe,fiche_vocabulaire_allemand_amour_et_mariage,7,7.92e-05,0.8235294
le marié,der Bräutigam,fiche_vocabulaire_allemand_amour_et_mariage,13,3.31e-06,0.7142857
le nœud papillon,die Fliege,fiche_vocabulaire_allemand_amour_et_mariage,10,6.46e-06,0.7692307700000001
le partenaire,der Partner,fiche_vocabulaire_allemand_amour_et_mariage,11,6.3e-05,0.41666669999999995
le smoking,der Smoking,fiche_vocabulaire_allemand_amour_et_mariage,11,1.02e-06,0.23809519999999995
le verre de champagne,das Champagnerglas,fiche_vocabulaire_allemand_amour_et_mariage,18,4.37e-08,0.48717946
le voyage de noces,die Flitterwochen,fiche_vocabulaire_allemand_amour_et_mariage,17,1.05e-06,0.6571428500000001
la lune de miel,Die Hochzeitsreise,fiche_vocabulaire_allemand_amour_et_mariage,18,6.92e-07,0.878787875
l’alliance,der Ehering,fiche_vocabulaire_allemand_amour_et_mariage,11,7.59e-07,0.9047619
la bague,der Ring,fiche_vocabulaire_allemand_amour_et_mariage,8,3.46e-05,0.875
la bague de fiançailles,der Verlobungsring,fiche_vocabulaire_allemand_amour_et_mariage,18,5.5e-07,0.75609756
la carte de la saint-valentin,die Valentinskarte,fiche_vocabulaire_allemand_amour_et_mariage,18,1.23e-08,0.61702126
la mairie,das Standesamt,fiche_vocabulaire_allemand_amour_et_mariage,14,2.04e-06,0.6521739
la cérémonie,die Zeremonie,fiche_vocabulaire_allemand_amour_et_mariage,13,4.57e-06,0.43999999999999995
